,document_id,question,answer,difficulty
4835,/pokemon_characters/psyduck_pokemon.txt,Who is the author of the book that adopted the story that Misty assumed her Psyduck has evolved into another duck?,Scholastic,H
1191,/languages/Urdu_language.txt,How many speakers does the Urdu language have in the world in 2018?,230 million,E
5039,/chinese_dynasties/Xin_dynasty.txt,What dynasty is between Former Han and Later Han?,Xin.,H
1830,/indian_states/Madhya_Pradesh.txt,"Which river's tributaries include the Banjar, the Tawa, the Machna, the Shakkar, the Denwa and the Sonbhadra rivers?",The Narmada,M
5706,/pokemon_characters/jigglypuff_pokemon.txt,Which character in Pokemon are characterized by putting their enemies to sleep by singing a lullaby? ,Jigglypuff,E
6655,/indian_states/Meghalaya.txt,What is the capital of Meghalaya?,Shillong,E
178,/constellations/capricornus_constellation.txt,What does Capricorni's traditional name mean?,Tail of the goat,H
3859,/indian_states/Gujarat.txt,Who is Asia's biggest dairy?,The Amul milk co-operative federation,M
83,/indian_states/Punjab.txt,How did Multan become the center of Islam?,Because the Umayyad conquered the region and Islam emerged powerful,H
505,/indian_states/Karnataka.txt,In which year was the popular radio station taken over by the local municipality and later by All India Radio (AIR) and moved to Bangalore?,1955,E
4408,/languages/Urdu_language.txt,Is Urdu written right-to-left?,Yes,E
2075,/languages/Indonesian_language.txt,Does Asian langugae contribute to Indonesian the most beside local languages?,No,H
6470,/pokemon_characters/charmander_pokemon.txt,What is Charmander known as in Japan?,Hitokage.,E
648,/chinese_dynasties/Shang_dynasty.txt,"In the Annals of the Yin, who was the ancestor of Tang who was granted a place called Shang as a fief?",Xie,H
5537,/pokemon_characters/psyduck_pokemon.txt,What awakens the power of Psyduck?,Headache,M
5016,/chinese_dynasties/Shang_dynasty.txt,Who destroyed the vassal state of Guzhu?,Duke Huan.,M
6265,/pokemon_characters/venusaur_pokemon.txt,Does Venusaur have an evolution?,No,M
2455,/languages/Bengali_language.txt,In how many clusters did Linguist Suniti Kumar Chattopadhyay group the dialects of the eastern Magadhan languages?,Four,E
3871,/chinese_dynasties/Tang_dynasty.txt,Whose denunciation of Buddhism foreshadow the revival of Confucian theory in the Song dynasty?,Han Yu,H
3803,/chinese_dynasties/Tang_dynasty.txt,Who is known as the Sage of Tea? ,Lu Yu,E
2149,/constellations/cancer_constellation.txt,What is the luminosity of Beta Cancri compared to the Sun?,660 times the Sun's luminosity,H
4437,/pokemon_characters/snorlax_pokemon.txt,"In the Pokémon anime, was the first appearance of Snorlax after episode 40?",Yes,M
800,/chinese_dynasties/Liu_Song_dynasty.txt,Zu Chongzi calculated pi to how many decimal places?,7,E
3775,/constellations/pisces_constellation.txt,Is Pisces associated with a story including fish in the Greek legend?,Yes.,H
2079,/indian_states/Meghalaya.txt,What is the length-to-breadth ratio of of the Meghalaya?,about 3:1,E
4982,/constellations/scorpius_constellation.txt,"In different versions of Greek mythology, besides Apollo, who could have sent the scorpion to kill Orion?",Artemis and Leto.,H
1255,/languages/English_language.txt,"How many words are in english, not including obsolete words?","170,000",M
6351,/indian_states/Tamil_Nadu.txt,what was the name of the independent state the Dravidar Kazhagam party sought to establish?,Dravida Nadu,M
5005,/languages/Russian_language.txt,What percent of the population speaks Russian in Estonia?,29.6%.,E
1352,/languages/Arabic_language.txt,Did Arabic emerge after the 4th century CE?,No,M
3998,/pokemon_characters/bulbasaur_pokemon.txt,Has Balbasaur introduced people to the different aspects of the Pokemon universe? ,Yes ,H
3851,/indian_states/Kerala.txt,Which notable personalities in Malayalam Cinema are recipients of Jnanpith award?,M.T. Vasudevan Nair and O.N.V. Kurup,M
6282,/chinese_dynasties/Liu_Song_dynasty.txt,Who was the second emperor of the Liu Song dynasty?,Shaodi,H
6896,/pokemon_characters/charizard_pokemon.txt,Which ability allowed Charizard to have a presence in the competitive battle scene?,Drought,H
4960,/languages/German_language.txt,Which branch of the Germanic languages is divided into a wide variety of dialects?,The West Germanic languages,M
539,/indian_states/Punjab.txt,What is the name of the war that began after the British annexation of Punjab in 1849?,the First and Second Anglo-Sikh Wars,M
4719,/pokemon_characters/mewtwo_pokemon.txt,What year was Sound Picture Box Mewtwo published?,1999,E
2488,/constellations/gemini_constellation.txt,Which star in the Gemini constellation includes a primary yellow supergiant of magnitude 3.1 and is visible in binoculars and small telescopes?,Mebsuta,H
695,/chinese_dynasties/Xia_dynasty.txt,Where was Yu the Great's father ordered to be imprisoned for life?,Yushan,M
2456,/languages/Bengali_language.txt,"In standard Bengali, Is stress predominantly initial?",Yes,M
4737,/pokemon_characters/psyduck_pokemon.txt,What animal is Psyduck based on?,Duck,M
5183,/languages/English_language.txt,Do the scholars have the same view regarding whether English is a mixed language?,No,H
5316,/pokemon_characters/charizard_pokemon.txt,What is Charizard known as in Japan?,Lizardon,E
1995,/languages/French_language.txt,Natixis said that French could become the world’s most spoken language by 2050	 noting that it spreading especially in which African region? ,Sub-Saharan Africa,H
5712,/languages/Indonesian_language.txt,Indonesian is a standardized variety of Malay,Yes,E
3256,/constellations/scorpius_constellation.txt,Why was Antares named that way?,because of its distinct reddish hue,M
5559,/constellations/aries_constellation.txt,Are the stars of Aries incorporated into the same constellations regardless of cultures?,No,M
3381,/chinese_dynasties/Han_dynasty.txt,"What is the Chinese translation of the title ""emperor""?",Huangdi,M
1935,/languages/German_language.txt,During which period were the Old High German dialects separated from Old Saxon? ,Migration Period,M
226,/chinese_dynasties/Shang_dynasty.txt,What is the earliest dynasty of traditional Chinese history firmly supported by archaeological evidence?,Shang dynasty,E
2596,/indian_states/Karnataka.txt,Is the capital of the state originally known as the State of Mysore Bangalore?,Yes,H
6911,/pokemon_characters/charmander_pokemon.txt,Can Charmander be seen in episode 8 of Pokémon Indigo League?,No,H
1036,/languages/French_language.txt,How many official languages are used in the United Nations?,6,M
2153,/constellations/cancer_constellation.txt,How many stars did Galileo spot in the Beehive cluster?,40,H
4449,/constellations/capricornus_constellation.txt,Is the Sun in the constellation Capricornus in Feburary?,Yes,M
5971,/languages/German_language.txt,Was Cameroon a colony of the German Empire?,Yes,E
3175,/constellations/aquarius_constellation.txt,Are there exoplanets in Aquarius that may have liquid water on their surfaces?,Yes,H
4760,/chinese_dynasties/Liang_dynasty.txt,How many years was Xiao Xian the Liang Emperor?,4,H
4003,/languages/Urdu_language.txt,What does Ordu mean in the Turkic?,Army,E
2813,/chinese_dynasties/Chen_dynasty.txt,Who was Chen Xu's son?,Chen Shubao,E
6375,/constellations/pisces_constellation.txt,Is the tub of Antenteh sometimes recognized as the Great Square of Pisces?,No,H
2577,/constellations/virgo_constellation.txt,Does the name of the constellation with the brightest star named Spica mean maiden in Latin?,Yes,H
2886,/chinese_dynasties/Tang_dynasty.txt,Who portraited the visit of numerous dignitaries? ,Yan Liben,H
4201,/chinese_dynasties/Xia_dynasty.txt,"In traditional historiography, what dynasty was Xia later succeeded by?",The Shang dynasty,E
1831,/indian_states/Madhya_Pradesh.txt,Is Hinduism followed by over 50% of the population?,Yes,M
5599,/languages/Urdu_language.txt,Urdu had been promoted by which form of literature?,Poetry,H
1479,/indian_states/Karnataka.txt,Who ruled Karnataka directly before the Satavahanas did?,The Mauryan empire,H
1672,/indian_states/Maharashtra.txt,How many international airports exist in Maharashtra?,three,H
6731,/chinese_dynasties/Liu_Song_dynasty.txt,"After Huan Xuan's fall, Did Liu Yu gained control of the Tang dynasty?",No,M
466,/chinese_dynasties/Chen_dynasty.txt,Which literary collection was passed down for generations?,New Songs of Yutai,M
2653,/indian_states/Andhra_Pradesh.txt,Is Urdu spoken in Andhra Pradesh?,yes,M
1230,/pokemon_characters/charmander_pokemon.txt,Why does Charmander leave Damien in Pokémon Indigo League?,because of Damian's abuse,H
2262,/indian_states/Meghalaya.txt,Is Meghalaya's assessed generation capacity more than 3000 MW? ,Yes ,M
2901,/pokemon_characters/pikachu_pokemon.txt,Is Pikachu an electric type Pokemon?,Yes.,E
1666,/pokemon_characters/squirtle_pokemon.txt,Does Squirtle appear in more than five games outside of the main series?,yes,M
395,/chinese_dynasties/Sui_dynasty.txt,Did the Northern Qi in reunified northern China in 577?,No,M
2767,/chinese_dynasties/Zhou_dynasty.txt,What was Ru expected to be when a dukedom was centralized?,Scholar,H
4656,/languages/English_language.txt,Is Northern English one of the major dialect regions for English in England?,Yes,M
6842,/indian_states/Karnataka.txt,How many airports in Karnataka run international operations?,2,M
3983,/languages/Urdu_language.txt,Is Urdu spoken in European countries?,Yes,H
5835,/chinese_dynasties/Han_dynasty.txt,Who appointed the victor of the Chu-Han Contention?,Xiang Yu,M
5700,/pokemon_characters/pikachu_pokemon.txt,In which year did Pikachu first appear in the Japanese video games Pokemon Red and Green?,1996,E
4707,/languages/French_language.txt,What is the second most taught foreign language in the EU?,French,E
6622,/constellations/pisces_constellation.txt,Is Pisces an earth sign?,No,M
5267,/indian_states/Punjab.txt,Which river is the largest tributary of the Indus?,Sutlej,E
3411,/languages/English_language.txt,Is German the most widely spoken Germanic language?,No,M
6034,/indian_states/Rajasthan.txt,What is India's first 4-8 lane highway?,NH 8,E
586,/indian_states/Rajasthan.txt,What were the most possible foreign invaders up to the 10th century CE for Gurjaratra?,Arab invaders,H
949,/pokemon_characters/eevee_pokemon.txt,Who created Eevee?,Motofumi Fujiwara,E
3602,/pokemon_characters/psyduck_pokemon.txt,What airline had the first Pokémon airplane?,All Nippon Airways,M
1035,/chinese_dynasties/Tang_dynasty.txt,Which dynasty ruled before the  Tang dynasty? ,Sui dynasty,M
2461,/languages/Spanish_language.txt,Where did the first systematic written use of the language happen?,Toledo,E
4142,/languages/German_language.txt,Where is German the third most taught foreign language?,continental Europe,M
4703,/languages/Indonesian_language.txt,Is Spanish an Asian target language in Australia?,Yes,M
1763,/pokemon_characters/charmander_pokemon.txt,How many fingers did the Trading Card Game 2018 artwork show Charmander as having?,Three,M
6648,/languages/French_language.txt,Does French use a space to separate thousands and a comma as a decimal point?,Yes,H
234,/chinese_dynasties/Liang_dynasty.txt,Who killed Jianwen?,Hou,M
5336,/chinese_dynasties/Chen_dynasty.txt,Did Hou die a natural death?,No,M
2926,/pokemon_characters/pikachu_pokemon.txt,Does Pikachu serve as the mascot of the Pokemon franchise?,Yes.,E
5338,/indian_states/Andhra_Pradesh.txt,Is Andhra Pradesh in the north-eastern region of India?, No,M
2702,/chinese_dynasties/Northern_Wei.txt,Who was the son or grandson of Tuoba Shiyijian the last Prince of Dai?,Tuoba Gui,E
4265,/chinese_dynasties/Xin_dynasty.txt,Did the first intervention of the nomadic Xiongnu confederation in China happen in 12 AD?,No,M
1854,/pokemon_characters/psyduck_pokemon.txt,Does misty often release Psyduck on purpose?,No,M
4844,/pokemon_characters/magikarp_pokemon.txt,"In the video game series, when is Magikarp seen commonly?",Fishing with an Old or Good Rod.,E
6857,/chinese_dynasties/Chen_dynasty.txt,Why did the Chen generals stop resisting?,Chen Shubao wrote letters to the Chen generals ordering them to surrender,M
2600,/pokemon_characters/pikachu_pokemon.txt,What is considered to be the most popular Pokémon?,Pikachu,E
2650,/indian_states/Andhra_Pradesh.txt,What is the official language of Andhra Pradesh?,Telugu,E
6146,/indian_states/Uttar_Pradesh.txt,Is the Taj Mahal in Uttar Pradesh?,Yes.,M
3552,/constellations/aries_constellation.txt,Is 20th century AD the approximate date of the creation of the MUL.APIN?,No,M
6914,/indian_states/Meghalaya.txt,Does India have at least 500 species of butterflies?,Yes,H
6503,/indian_states/Punjab.txt,To which river do the 5 rivers of Panjab act as tributaries to?,Indus River,M
5064,/constellations/gemini_constellation.txt,Are Pollux and Castor physically similar to each other?,No.,H
1110,/indian_states/Andhra_Pradesh.txt,What is the largest city in Andhra Pradesh?,Visakhapatnam,H
3081,/indian_states/Karnataka.txt,Who did Kittur rebel against?,Britain,H
5977,/languages/German_language.txt,Is German a fusional language?,Yes,E
1123,/languages/Bengali_language.txt,What gave birth to Islamic influence in middle Bengali?,The arrival of merchants and traders from the Middle East and Turkestan ,H
2005,/chinese_dynasties/Sui_dynasty.txt,Emperor Yang was assassinated in which year?,618,E
6890,/pokemon_characters/charizard_pokemon.txt,Which forms of Charizard revert to normal once the battle is complete?,"Mega Charizard X and Y, Gigantamax form",H
3492,/pokemon_characters/charizard_pokemon.txt,Did Charizard appear in Detective Pikachu?,Yes,M
2863,/chinese_dynasties/Tang_dynasty.txt,Who was Zhongzong's mother?,Empress Wu,M
2438,/indian_states/Rajasthan.txt,Is Rajasthan a famous tourist destination?,Yes,H
4341,/constellations/libra_constellation.txt,What is Beta Librae also known as?,Zubeneschamali,E
4477,/languages/Portuguese_language.txt,Are the vast majority of people in Brazil Lusophones?,Yes,H
6874,/indian_states/Maharashtra.txt,Which railway zone is headquartered in Navi Mumbai?,Konkan Railway,H
6858,/chinese_dynasties/Chen_dynasty.txt,After which dynasty did the Houjing Disturbance occur?,Liang dynasty,M
1066,/indian_states/Andhra_Pradesh.txt,Is Andhra Pradesh the largest Indian state by area?,No,M
6787,/constellations/leo_constellation.txt,Is the earth in the Leo constellation?,No,H
4759,/chinese_dynasties/Liang_dynasty.txt,Was Emperor Wu the uncle of Xiao Tui?,Yes,H
